Dia;Sessao;Turno;Horario_Inicio;Bloco;Sala;Ordem;Evento;Código do Resumo;Título;Submissor;Área;Modalidade
Segunda-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-05;4;24ª - EAF;202625532;A Atuação da Frente de Extensão do Pet Direito: Interação com a Comunidade e com Outros Grupos Pet;HELOISA FERNANDES CAMARA;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-07;1;24ª - EAF;202625530;Atividades de Pesquisa do Programa de Educação Tutorial em Direito em 2026: Jornada de Iniciação Científica e Pesquisa Coletiva;HELOISA FERNANDES CAMARA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:00;Ciências da Terra;CT06;1;24ª - EAF;202625533;Atividades do Programa de Educação Tutorial em Direito 2026: Minicursos;HELOISA FERNANDES CAMARA;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-07;2;24ª - EAF;202624296;Brincando de Matemático: Uma Experiência de Ensino e Aprendizagem em Matemática;CLEBER DE MEDEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-07;3;24ª - EAF;202625864;Ciência Ao Alcance de Todos: o Impacto das Cartilhas Temáticas na Comunidade;RICARDO ALVES BERNARDO;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-07;4;24ª - EAF;202625827;Ciência na Floresta: Construindo Espaços de Divulgação Científica;RICARDO JORGE KLITZKE;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:20;Ciências da Terra;CT06;2;24ª - EAF;202625567;Contribuição do Programa de Educação Tutorial na Trajetória de Farmacêuticos Egressos da Universidade Federal do Paraná;CARLOS EDUARDO ROCHA GARCIA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:40;Ciências da Terra;CT06;3;24ª - EAF;202626365;Curso História do Brasil para Imigrantes: Educação, Diálogo e Experiência;OTAVIO LUIZ VIEIRA PINTO;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;15:00;Ciências da Terra;CT06;4;24ª - EAF;202624754;Cursos e Visitas;MARIENNE DO ROCIO DE MELLO MARON DA COSTA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-03;1;24ª - EAF;202624340;Divulgação Científica em Matemática: Experiências e Práticas no Ambiente Acadêmico;CLEBER DE MEDEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-03;2;24ª - EAF;202623317;Filosofia e Vestibular;MAURIZIO FILIPPO DI SILVA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-03;3;24ª - EAF;202625816;Formação Complementar e Desenvolvimento de Competências Práticas por Meio do Projeto Pet Cursos;RICARDO JORGE KLITZKE;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-03;4;24ª - EAF;202625934;Geologia para Todos: Uma Importante Forma de Transmitir Conhecimento;ARIADNE BORGO;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-08;1;24ª - EAF;202625652;Grupo de Estudos e Oficinas;LUIZ CARLOS PESSOA ALBINI;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-08;2;24ª - EAF;202626010;Guia Pet-psicologia para Árealização de Eventos Universitários;BRUNO ANGELO STRAPASSON;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-04;1;24ª - EAF;202625642;Informática para Imigrantes;LUIZ CARLOS PESSOA ALBINI;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-04;2;24ª - EAF;202626159;Integração e Formação Acadêmica: Possibilidades a Partir da “semana do Calouro”;RICARDO JOAO SONODA NUNES;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT03;1;24ª - EAF;202624332;J3m: Divulgação Científica no Âmbito do Curso de Matemática.;CLEBER DE MEDEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-08;3;24ª - EAF;202623306;Laboratório Editorial Acadêmico;MAURIZIO FILIPPO DI SILVA;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-08;4;24ª - EAF;202625621;Leitura Colaborativa: Formação Complementar e Crítica no Pet Economia;DAYANI CRIS DE AQUINO;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-04;3;24ª - EAF;202625618;O Cinepet Como Atividade Extensionista;DAYANI CRIS DE AQUINO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT03;2;24ª - EAF;202624734;Oficinas e Mentorias;MARIENNE DO ROCIO DE MELLO MARON DA COSTA;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT03;3;24ª - EAF;202626152;Os Jogos de Luta e a Educação Física Escolar;RICARDO JOAO SONODA NUNES;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-04;4;24ª - EAF;202624668;Pet Colóquios;JULIAN SIMOES CRUZ DE OLIVEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT03;4;24ª - EAF;202625826;Pet Escola: Práticas e Saberes Ambientais;RICARDO JORGE KLITZKE;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-09;1;24ª - EAF;202626349;Pet Estatística e Eventos: Intensificando a Presença da Estatística na Ufpr;ANDERSON LUIZ ARA SOUZA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-05;1;24ª - EAF;202626347;Pet Estatística: Participação em Congressos e Divulgação Científica;ANDERSON LUIZ ARA SOUZA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT03;1;24ª - EAF;202625824;Pet Línguas Estrangeiras: Promoção da Aprendizagem de Idiomas e da Interculturalidade na Formação Acadêmica;RICARDO JORGE KLITZKE;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT02;1;24ª - EAF;202625817;Pet Mentor Como Ferramenta de Integração e Acolhimento Estudantil;RICARDO JORGE KLITZKE;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-09;2;24ª - EAF;202625214;Pet Raízes do Saber;MARIENNE DO ROCIO DE MELLO MARON DA COSTA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT03;2;24ª - EAF;202623312;Programa de Extensão Pet na Escola;MAURIZIO FILIPPO DI SILVA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT03;3;24ª - EAF;202625650;Recursos Educacionais Abertos da Computação e Suas Tecnologias;LUIZ CARLOS PESSOA ALBINI;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-09;3;24ª - EAF;202625610;Relato de Experiência Extensionista: Oficinas Sobre Velas Aromáticas;CARLOS EDUARDO ROCHA GARCIA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT03;4;24ª - EAF;202625568;Relato de Extensão: Visitas Técnicas Como Ferramentas Complementares Ao Ensino Farmacêutico;CARLOS EDUARDO ROCHA GARCIA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-05;2;24ª - EAF;202625853;Rompendo as Barreiras do Ensino Superior para os Jovens;RICARDO ALVES BERNARDO;Educação;Comunicação Oral
Terça-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-09;4;24ª - EAF;202626070;Rpg Geológico, Resolvendo Problemas de Maneira Divertida;ARIADNE BORGO;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT02;2;24ª - EAF;202624315;Semana da Matemática (smat) 2026;CLEBER DE MEDEIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT02;3;24ª - EAF;202623322;Seminários de Leitura e Debate de Textos;MAURIZIO FILIPPO DI SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT02;4;24ª - EAF;202625575;Seminários de Leitura: Aprofundamento Teórico em Ciências Econômicas;DAYANI CRIS DE AQUINO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT05;1;24ª - EAF;202625649;Stress Training;LUIZ CARLOS PESSOA ALBINI;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-05;3;24ª - EAF;202623217;A Abordagem Cts-arte no Pibid: Contribuições de Uma Intervenção Sobre Aquecimento Global para a Formação Inicial de Professores de Química;ROBERTO DALMO VARALLO LIMA DE OLIVEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-05;4;24ª - EAF;202624507;A Constituição Subjetiva da Árealidade: Diálogo Reflexivo na Filosofia com Crianças no 4º Ano;KAREN FRANKLIN DA SILVA;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT05;2;24ª - EAF;202624521;A Construção do Contrato Social, Como Prática da Filosofia com as Crianças do Ensino Fundamental Anos Iniciais;KAREN FRANKLIN DA SILVA;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT05;3;24ª - EAF;202626013;A Experiência do Lesson Study no Pibid Matemática;TANIA TERESINHA BRUNS ZIMER;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT05;4;24ª - EAF;202626238;A Formação Inicial de Professores em Perspectiva Interdisciplinar: Reflexões a Partir do Projeto Pibid - Docência, Corpo e Infância;SIDMAR DOS SANTOS MEURER;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-07;1;24ª - EAF;202626074;A História da Escrita: Uma Sequência Didática para Uma Turma de 1º Ano do Ensino Fundamental;ADRIANE KNOBLAUCH;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT05;1;24ª - EAF;202623887;A Importância do Brincar na Formação Filosófica da Criança;KAREN FRANKLIN DA SILVA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-07;2;24ª - EAF;202625766;A Plataforma Mecred Como Recurso para o Compartilhamento de Materiais no Ensino de Línguas;CATARINA PORTINHO NAUIACK;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-07;3;24ª - EAF;202625886;A Plataformização do Novo Ensino Médio: a Percepção Entre Discentes de Sociologia.;NELSON ROSARIO DE SOUZA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-07;4;24ª - EAF;202625855;A Práxis Entre a Sala de Aula e o Litoral: a Construção da Identidade Docente e Social;ANE CIBELE PALMA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT05;2;24ª - EAF;202625323;A Química das Cores: Uma Abordagem Cts-arte no Ensino de Química;ROBERTO DALMO VARALLO LIMA DE OLIVEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT05;3;24ª - EAF;202625890;Agronegócio, Sociologia e Representações Culturais.;NELSON ROSARIO DE SOUZA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT05;4;24ª - EAF;202625882;Alfabetização Baseada em Evidências: Experiências e Desafios a Partir do Pibid Interdisciplinar Letras;CATARINA PORTINHO NAUIACK;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT06;1;24ª - EAF;202626105;Alfabetização e Capital Cultural: Análise em Uma Escola Periférica de Araucária;ADRIANE KNOBLAUCH;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT06;2;24ª - EAF;202623219;Analigrafia: Um Relato a Partir das Fotografias de Ambientes Poluídos e Estruturas Urbanas.;ROBERTO DALMO VARALLO LIMA DE OLIVEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-08;1;24ª - EAF;202626298;Antes da Sujeira, a Infância: Experiências de Brincar com Barro na Educação Física Escolar.;SIDMAR DOS SANTOS MEURER;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-08;2;24ª - EAF;202625902;As Lacunas na Formação Docente para a Educação Infantil no Currículo da Licenciatura em Educação Física da Ufpr;VERA LUIZA MORO;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-08;3;24ª - EAF;202625587;Aula Teórico Prática com o Tema “aracnídeos”;CLAUDIA MARIA SALLAI TANHOFFER;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT06;1;24ª - EAF;202626068;Brinquedos e Brincadeiras: Alfabetização e Letramento em Escola Periférica de Araucária;ADRIANE KNOBLAUCH;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-08;4;24ª - EAF;202625643;Cartografias da Memória: História Local e Produção de Sentidos Históricos no Colégio Estadual Professor Nilo Brandão;WILIAN CARLOS CIPRIANI BAROM;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT06;3;24ª - EAF;202625876;Cineclube no Colégio Estadual Tatuquara: Cinema Enquanto Ferramenta de Promoção da Diversidade.;NELSON ROSARIO DE SOUZA;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT06;4;24ª - EAF;202625623;Comparando o Estudo de História: as Perspectivas do Ensino Fundamental e o Ensino Médio;WILIAN CARLOS CIPRIANI BAROM;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT06;2;24ª - EAF;202626055;Copa do Mundo e Interculturalidade: Uma Proposta no Conteúdo de Jogos e Brincadeiras do Ensino Fundamental I;VERA LUIZA MORO;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT06;3;24ª - EAF;202626193;Corpo e Experiências Artísticas na Formação Docente em Música;RAFAEL STEFANICHEN FERRONATO;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT03;1;24ª - EAF;202624872;Cultura Pop e Química Analítica: Um Relato de Experiência na Perspectiva Cts-arte.;ROBERTO DALMO VARALLO LIMA DE OLIVEIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT03;2;24ª - EAF;202625850;Da Escola À Universidade: Vivências da Oficina de Grafite do Pibid Educação Física Ufpr;VERA LUIZA MORO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-03;1;24ª - EAF;202626056;Das Páginas do Álbum para a Sala de Aula: Uma Intervenção Sobre Relações de Gênero a Partir das Figurinhas da Copa do Mundo.;VERA LUIZA MORO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-03;2;24ª - EAF;202625748;Descolonizando Saberes na Alfabetização: Literatura e Narrativas de Povos Originários no Contexto Escolar;CELIA RATUSNIAK;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-03;3;24ª - EAF;202626368;Desenho Universal para a Aprendizagem e Ensino de Óptica: Mediações para a Compreensão de Fenômenos Luminosos;SERGIO CAMARGO;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT06;4;24ª - EAF;202626372;Desenvolvimento de Um Sistema de Irrigação Autônomo: Uma Abordagem Mediada Pelo Ensino de Ciências por Investigação;SERGIO CAMARGO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-03;4;24ª - EAF;202625746;Do Musgo À Flor: Relato de Experiência no Ensino da Diversidade Vegetal no 7º Ano do Ensino Fundamental;CLAUDIA MARIA SALLAI TANHOFFER;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT03;3;24ª - EAF;202626245;Docência, Corpo e Infância: Uma Experiência Interdisciplinar no Pibid/ufpr;SIDMAR DOS SANTOS MEURER;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT03;4;24ª - EAF;202625924;Educação Financeira na Perspectiva do Desenho Universal para Aprendizagem: Um Relato de Experiência no Pibid;TANIA TERESINHA BRUNS ZIMER;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-09;1;24ª - EAF;202625743;Ensinar com Afeto: os Vínculos Que Sustentam a Eja;CELIA RATUSNIAK;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-09;2;24ª - EAF;202626334;Ensino de Física e Formação Docente no Pibid/ufpr: Relato de Experiências em Uma Escola Pública de Ensino Médio;SERGIO CAMARGO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-04;1;24ª - EAF;202625888;Ensino de Língua Inglesa e Formação Docente no Pibid: Reflexões Sobre a Atuação em Contexto Escolar;ANE CIBELE PALMA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências da Terra;CT01;1;24ª - EAF;202625024;Entre Flores e Fragrâncias: Uma Abordagem Cts-arte para o Ensino de Funções Orgânicas Oxigenadas;ROBERTO DALMO VARALLO LIMA DE OLIVEIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências da Terra;CT01;2;24ª - EAF;202626370;Entre Mitos e Ciência: a Transposição Didática no Ensino de Astronomia;SERGIO CAMARGO;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT05;1;24ª - EAF;202626348;Entre Trajetos, Riscos e a Vulnerabilidade Infantil: Educação Científica e Formação Humana no Trânsito Escolar;SERGIO CAMARGO;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências da Terra;CT01;1;24ª - EAF;202626369;Entre a Experimentação e a Defasagem Matemática: Desafios À Aprendizagem de Física no Ensino Médio;SERGIO CAMARGO;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-09;3;24ª - EAF;202626211;Escuta, Paisagem Sonora e Formação Estética na Escola;RAFAEL STEFANICHEN FERRONATO;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT01;1;24ª - EAF;202626344;Experimentação e Pensamento Crítico no Ensino de Física: Uma Atividade Sobre Queda Livre no Ensino Médio;SERGIO CAMARGO;Educação;Comunicação Oral
Terça-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-09;4;24ª - EAF;202625939;Experiência de Oficina Sobre Avaliação Textual a Partir de Estudos no Subprojeto Pibid Português;CIBELE NAIDHIG DE SOUZA;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-04;2;24ª - EAF;202625723;Experiências de Formação Docente no Pibid Português: Uma Leitura das Produções dos Estudantes da Educação Básica;CIBELE NAIDHIG DE SOUZA;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT05;2;24ª - EAF;202626084;Experiências de Formação Docente no Pibid Português: “uma Viagem Ao Espaço Sideral”;CIBELE NAIDHIG DE SOUZA;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT05;3;24ª - EAF;202623899;Filosofia para Crianças: Prática Filosófica com o Ensino Fundamental em Uma Escola Municipal de Curitiba Através do Pibid;KAREN FRANKLIN DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT05;4;24ª - EAF;202625858;Formar-se Professor em Contextos Reais: Interdisciplinaridade e Ensino de Inglês no Subprojeto Pibid Letras Inglês – Ufpr;ANE CIBELE PALMA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:10;Ciências da Terra;CT01;3;24ª - EAF;202625897;Formação Docente na Prática: a Experiência dos Pibidianos de Educação Física da Ufpr em Um Evento Escolar de Aproximação Escola-família;VERA LUIZA MORO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-04;3;24ª - EAF;202626203;Gamificação e Aprendizagem Musical na Educação Básica;RAFAEL STEFANICHEN FERRONATO;Educação;Comunicação Oral
Terça-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-04;4;24ª - EAF;202625962;Geomorfologia do Brasil e Domínios Morfoclimáticos: Pibid e as Práticas Pedagógicas no Ensino de Geografia Física;KARINA ROUSSENG DAL PONT;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências da Terra;CT01;2;24ª - EAF;202625904;Ginástica Artística na Escola: Possibilidades Pedagógicas a Partir de Uma Experiência do Pibid Educação Física - Ufpr;VERA LUIZA MORO;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:30;Ciências da Terra;CT01;4;24ª - EAF;202625620;História Local no Colégio Estadual Ernani Vidal: Contribuições do Pibid História;WILIAN CARLOS CIPRIANI BAROM;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências da Terra;CT01;3;24ª - EAF;202626197;Identidade e Criação Artística no Ensino de Arte;RAFAEL STEFANICHEN FERRONATO;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências da Terra;CT01;4;24ª - EAF;202625870;Ingresso na Universidade;NELSON ROSARIO DE SOUZA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT01;2;24ª - EAF;202626093;Integração Entre Turmas por Meio de Hqs: Um Relato de Experiência no Pibid;ADRIANE KNOBLAUCH;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT01;3;24ª - EAF;202625762;Inteligência Artificial na Escola: Benefícios e Problemáticas;CATARINA PORTINHO NAUIACK;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT01;4;24ª - EAF;202624871;Introdução a Conceitos da Teoria Atômica e Transformações Nucleares Através de Provocações Sobre Guerra e Armamento Nuclear;ROBERTO DALMO VARALLO LIMA DE OLIVEIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT06;1;24ª - EAF;202626071;Jogo Simbólico e Matemática: Aprendendo e Brincando com o Pibid;ADRIANE KNOBLAUCH;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT06;2;24ª - EAF;202625751;Jogos de Alfabetização na Educação de Jovens e Adultos: Resultados Coletados na Sepe e na Aplicação com Uma Turma da Eja;CELIA RATUSNIAK;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT06;3;24ª - EAF;202626114;Letramento Literário e Formação do Pensamento Crítico em Classes de Alfabetização;MARCIA BAIERSDORF;Educação;Comunicação Oral
Quarta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT06;4;24ª - EAF;202625543;Livreto: Palavras Afro-brasileiras para Guardar na Memória;DULCE DIRCLAIR HUF BAIS;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT01;1;24ª - EAF;202626342;Luz, Imagem e Experimentação: Reflexões Sobre o Ensino de Óptica na Educação Profissional;SERGIO CAMARGO;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT01;2;24ª - EAF;202626251;Materiais Didáticos e Formação da Identidade Docente: Um Relato de Experiência a Partir do Pibid;SIDMAR DOS SANTOS MEURER;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT01;3;24ª - EAF;202626198;Música nas Disciplinas Eletivas: Experiências no Ensino Integral;RAFAEL STEFANICHEN FERRONATO;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT01;4;24ª - EAF;202626112;Narrativas Compartilhadas em Histórias Inventadas a Partir de Disparadores Criativos;MARCIA BAIERSDORF;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-03;1;24ª - EAF;202626219;O Circo e a Ginástica Como Possibilidade Pedagógica de Ressignificação Corporal e Valorização da Diversidade na Educação Física Escolar;SIDMAR DOS SANTOS MEURER;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências da Terra;CT02;1;24ª - EAF;202624516;O Conceito de Amizade em Debate: Experiências da Filosofia Para/com Crianças a Partir do Programa Institucional de Bolsas de Iniciação À Docência (pibid);KAREN FRANKLIN DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências da Terra;CT02;1;24ª - EAF;202623902;O Desenvolvimento do Conceito de Justiça a Partir da Prática Filosófica com Crianças;KAREN FRANKLIN DA SILVA;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT01;1;24ª - EAF;202626353;O Ensino de Física na Cultura Digital: Disputas Pela Atenção e Formas de Engajamento Escolar;SERGIO CAMARGO;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-03;2;24ª - EAF;202625921;O Ensino de Progressão Aritmética e Geométrica Sob a Perspectiva do Desenho Universal para Aprendizagem no Pibid;TANIA TERESINHA BRUNS ZIMER;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT01;2;24ª - EAF;202623890;O Lúdico na Aprendizagem: o Mascote Como Intermediário do Diálogo;KAREN FRANKLIN DA SILVA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-03;3;24ª - EAF;202625975;O Lúdico no Ensino de Ciências: o Jogo Como Ferramenta Didática para o Estudo de Cadeias Alimentares no Ensino Fundamental;CLAUDIA MARIA SALLAI TANHOFFER;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências da Terra;CT02;2;24ª - EAF;202624913;O Mercúrio no Garimpo Brasileiro: Reflexões Cts-arte no Ensino de Química;ROBERTO DALMO VARALLO LIMA DE OLIVEIRA;Educação;Comunicação Oral
Terça-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-03;4;24ª - EAF;202626115;O Pequeno Museu Escolar de Práticas e Memórias da Alfabetização;MARCIA BAIERSDORF;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências da Terra;CT02;3;24ª - EAF;202625614;O Pibid de História no Colégio Estadual Ernani Vidal;WILIAN CARLOS CIPRIANI BAROM;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências da Terra;CT02;2;24ª - EAF;202626107;O Planejamento Como Tempo e Espaço Formativo da Docência;MARCIA BAIERSDORF;Educação;Comunicação Oral
