Dia;Sessao;Turno;Horario_Inicio;Bloco;Sala;Ordem;Evento;Código do Resumo;Título;Submissor;Área;Modalidade
Quarta-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT03;1;24ª - ENEC;202625645;Ações de Divulgação Científica do Labmóvel;RODRIGO ARANTES REIS;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT03;2;24ª - ENEC;202622925;Bibliografia de Livros Infantojuvenis em Língua Portuguesa .;VERA LUCIA BELO CHAGAS;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT03;3;24ª - ENEC;202625688;Bioquímica Como Ferramenta de Integração da Química e Biologia no Ensino;GLAUCIA REGINA MARTINEZ;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT03;4;24ª - ENEC;202625586;Biotecnologia Florestal: Perspectivas Teóricas e Práticas;GIOVANA BOMFIM DE ALCANTARA;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT03;2;24ª - ENEC;202626033;C7 nas Escolas;ANA FLAVIA LOCATELI GODOI;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT03;3;24ª - ENEC;202626078;Caminhos Olímpicos na Matemática (com);PAULA ROGERIA LIMA COUTO;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT03;4;24ª - ENEC;202626215;Centenário da Visita de Marie Curie Ao Brasil: Ações e Produtos de Divulgação Científica;CAMILA SILVEIRA DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT05;1;24ª - ENEC;202626130;Centro de Memória do Departamento de Educação Física da Ufpr: Preservando a Memória e Narrando Histórias.;VERA LUIZA MORO;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT05;2;24ª - ENEC;202625755;Cientista Sincero;KLEBER DAUM MACHADO;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT05;3;24ª - ENEC;202622989;Ciência de Dados para a Saúde Única: Inovações Analíticas e Capacitação Estatística na Gestão Municipal de Saúde;SILVIA EMIKO SHIMAKURA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT05;4;24ª - ENEC;202626181;Coletivo Stim - o Movimento Autista na Ufpr;ADRIANA INES DE PAULA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-03;1;24ª - ENEC;202625752;Conhecendo a Ufpr: Divulgação Científica, Resgate de Identidades e Construção de Pertencimentos;ELAINE DE CACIA DE LIMA FRICK;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-03;2;24ª - ENEC;202625712;Conhecer, Respeitar e Produzir Aves: Estudo do Esqueleto Apendicular de Calopsita;VANIA PAIS CABRAL CASTELO CAMPOS;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências da Terra;CT06;1;24ª - ENEC;202625463;Conhecer, Respeitar e Produzir Aves: Estudo do Esqueleto Apendicular de Calopsita;VANIA PAIS CABRAL CASTELO CAMPOS;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-03;3;24ª - ENEC;202622944;Conscientização dos Benefícios do Consumo de Carne de Origem Animal para a Saúde Humana;FABIANA ALVES DE ALMEIDA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-03;4;24ª - ENEC;202625524;Consolidaee: Consolidando os Conhecimentos Adquiridos em Engenharia Elétrica;LUIS SCHUARTZ;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências da Terra;CT06;2;24ª - ENEC;202626281;Criatividade, Proatividade e Sustentabilidade na Engenharia Civil: Colaboração Discente;JOSE THOMAZ MENDES FILHO;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências da Terra;CT06;3;24ª - ENEC;202625522;Desmistificar - Desvendando os Circuitos Integrados;LUIS SCHUARTZ;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências da Terra;CT06;4;24ª - ENEC;202625653;Direitos Linguísticos no Mafro;JUDIT GOMES DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-04;1;24ª - ENEC;202625832;Divulgação Científica da Geologia em Lares de Acolhimento;CARLOS CONFORTI FERREIRA GUEDES;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-04;2;24ª - ENEC;202626361;Doecd- Desempenho Ocupacional de Estudantes com Deficiência;ADRIANA HESSEL DALAGASSA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-04;3;24ª - ENEC;202625507;Educação (linguística) Crítica;ANGELA MARIA HOFFMANN WALESKO;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-04;4;24ª - ENEC;202626286;Eletrizar - 2026;WALDOMIRO SOARES YUAN;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-05;1;24ª - ENEC;202625492;Ensino de Italiano Como Língua Estrangeira no Centro de Línguas e Interculturalidade (celin) da Ufpr;LUCIANA LANHI BALTHAZAR;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-05;2;24ª - ENEC;202624307;Ensino de Português Como Língua Estrangeira (ple) no Centro de Línguas e Interculturalidade (celin) da Ufpr;POLLIANNA MILAN;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-03;1;24ª - ENEC;202624324;Ensino de Português Como Língua Estrangeira e Adicional (ple/pla) na Rede Andifes Isf Ufpr 2024 - 2028;POLLIANNA MILAN;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-05;3;24ª - ENEC;202626326;Escola de Matemática Aplicada e Computacional da Ufpr;ROBERTO RIBEIRO SANTOS JUNIOR;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-05;4;24ª - ENEC;202626426;Escuta Ativa e Amorosa: Complexas Tessituras de Resiliência e Redes de Proteção Social;ELIANE CLEONICE ALVES PRECOMA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-03;2;24ª - ENEC;202625187;Estatística e Ciência de Dados no Cotidiano;SILVIA EMIKO SHIMAKURA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-03;3;24ª - ENEC;202625448;Estratégias Interativas na Educação em Solos e Ampliação do Alcance Extensionista da Exposição Didática da Ufpr;MARCELO RICARDO DE LIMA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-03;4;24ª - ENEC;202625634;Experimentando Ciência e Artes 2;HERBERT WINNISCHOFER;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT02;1;24ª - ENEC;202626250;Feira de Cultura Científica Paraná Faz Ciência;RODRIGO ARANTES REIS;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT02;2;24ª - ENEC;202625571;Fisiodivulgando: Iniciativas Didáticas para Aproximar a Fisiologia e a Saúde da Sociedade (2);ANA MARIA CALIMAN FILADELFI;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT02;3;24ª - ENEC;202626395;Fisiologia na Ufpr 2;BRUNO JACSON MARTYNHAK;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT02;4;24ª - ENEC;202625756;Fisique-se 2;KLEBER DAUM MACHADO;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-07;1;24ª - ENEC;202626430;Fomentando a Procura e Mantendo o Interesse Pelo Curso de Engenharia Civil;AMANDA JAREK DE OLIVEIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-07;2;24ª - ENEC;202625563;Formação Docente em Língua Inglesa no Centro de Línguas e Interculturalidade (celin) da Universidade Federal do Paraná (ufpr);ALISON ROBERTO GONCALVES;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-07;3;24ª - ENEC;202626057;Formação do Diretor Escolar: Democracia e Dimensões Pedagógica, Administrativa e Política;ANGELO RICARDO DE SOUZA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-07;4;24ª - ENEC;202625739;Futdelas Ufpr: Um Ambiente de Aprendizado Integrado para a Saúde das Crianças e Inclusão Social;ANDRE FELIPE CAREGNATO;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-08;1;24ª - ENEC;202625894;Genética Fora da Caixa;FERNANDA FREITAS DE OLIVEIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-08;2;24ª - ENEC;202623280;Gramafone;LUANA DE CONTO;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-08;3;24ª - ENEC;202625720;Histórias Sobre o Dellin: Memórias Sobre o Departamento de Literatura e Linguística;MIRIELLY FERRACA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-08;4;24ª - ENEC;202626391;Ictio-itinerante ><>;BARBARA MAICHAK DE CARVALHO;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:30;Ciências Exatas;PA-09;1;24ª - ENEC;202624995;Laboratório Ufpr Makers;ADRIANO RODRIGUES DE MORAES;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT05;1;24ª - ENEC;202626258;Laboratório de Criação de Canais Educacionais em História e Ensino de História;WILIAN CARLOS CIPRIANI BAROM;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;10:50;Ciências Exatas;PA-09;2;24ª - ENEC;202626265;Laboratório de Políticas de Educação Profissional e Tecnológica - Lab Ept;CLECI KORBES;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:10;Ciências Exatas;PA-09;3;24ª - ENEC;202625782;Lazer, Educação e Saúde;CINTHIA LOPES DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 2;Manhã;11:30;Ciências Exatas;PA-09;4;24ª - ENEC;202626139;Littéramonde - Literatura Mundo em Francês 2025-2028;VIVIANE ARAUJO ALVES DA COSTA PEREIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT05;2;24ª - ENEC;202626001;Memórias Matemáticas;ELISANGELA DE CAMPOS;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT05;3;24ª - ENEC;202626414;Museu e Comunidade no Litoral do Paraná: Práticas de Educação Museal do Mae-ufpr;WALESKA DEMBISKI PAPOULIAS;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT05;4;24ª - ENEC;202626410;Neurofisiologia Essencial - Desvendando o Sistema Nervoso;LUANA FISCHER;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-04;1;24ª - ENEC;202625598;O Direito À Educação: Políticas Educacionais para Quem Tem Direito, para Quem Garante o Direito;CLAUDIA REGINA BAUKAT SILVEIRA MOREIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-04;2;24ª - ENEC;202626397;O Nap-ufpr Como Espaço de Formação Docente;ALESSANDRA COUTINHO FERNANDES;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-04;3;24ª - ENEC;202625464;Oprm - Olimpíada Paranaense de Matemática;JOSE CARLOS CORREA EIDAM;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-04;4;24ª - ENEC;202623699;Organização do Trabalho Pedagógico na Contemporaneidade;RENATA RIVA FINATTI;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-05;1;24ª - ENEC;202626085;Ovo no Alvo: Ensino, Estudo e Transferência de Experiências;FABIO MARCELO BREUNIG;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-05;2;24ª - ENEC;202625676;Paleontologia: o Que os Fósseis Têm para nos Contar? - Fase 2;CRISTINA SILVEIRA VEGA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-05;3;24ª - ENEC;202624528;Pbmih - Português Brasileiro para Migração Humanitária 2024-2028;JOAO ARTHUR PUGSLEY GRAHL;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-05;4;24ª - ENEC;202625747;Pedagogia do Esporte na Comunidade;ANDRE FELIPE CAREGNATO;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-07;1;24ª - ENEC;202626050;Pequenos Cientistas do Mundo (2a Edição);SHEILA MARIA BROCHADO WINNISCHOFER;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-07;2;24ª - ENEC;202625736;Plantas Fósseis na Escola;ROBSON TADEU BOLZON;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-07;3;24ª - ENEC;202625820;Por Dentro da Economia;LUIS CLAUDIO KRAJEVSKI;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT06;1;24ª - ENEC;202625465;Poti/topmat - Programa de Formação em Matemática Olímpica da Ufpr;JOSE CARLOS CORREA EIDAM;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-07;4;24ª - ENEC;202625878;Praticando Ciência;LUCIANE VIATER TURECK;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT06;2;24ª - ENEC;202624636;Prevenção de Crianças e Adolescentes Contra Violência On-line- Segunda Edição do Proteca;ELENICE MARA MATOS NOVAK;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT06;3;24ª - ENEC;202625518;Proexper - Propiciando Aulas Experimentais em Escolas Públicas;MABEL KARINA ARANTES ALVES;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT06;4;24ª - ENEC;202626021;Projeto Astro: Divulgação e Observações em Astronomia 4;DIETMAR WILLIAM FORYTA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-08;1;24ª - ENEC;202624225;Projeto Conecte-se;SAMMUEL FELIPE CHAGAS DE SOUZA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-08;2;24ª - ENEC;202626176;Projeto Disseminando Conhecimento - 2026;VITOR RENAN DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-08;3;24ª - ENEC;202623839;Projeto Nimbus: a Estação Meteorológica Como Ferramenta para Ensino, Pesquisa e Extensão;PEDRO AUGUSTO BREDA FONTAO;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-08;4;24ª - ENEC;202623528;Projeto de Extensão de Gestão da Informação (pegi);JOSE MARCELO ALMEIDA PRADO CESTARI;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-09;1;24ª - ENEC;202625784;Práticas Corporais Integrativas no Âmbito do Lazer;CINTHIA LOPES DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-09;2;24ª - ENEC;202625728;Química Divulga;LAURO CAMARGO DIAS JUNIOR;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-09;3;24ª - ENEC;202626131;Química com História no Museu;JULIETE SILVA NEVES;Educação;Comunicação Oral
Quarta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-09;4;24ª - ENEC;202625576;Química na Prática - 3a Edição;LILIANA MICARONI;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-03;1;24ª - ENEC;202625476;Rede Andifes Isf - Inglês na Ufpr;CRISTINA CARDOSO;Educação;Comunicação Oral
Quinta-feira;Sessão 2;Manhã;10:30;Ciências da Terra;CT02;1;24ª - ENEC;202626246;Rede de Clubes Paraná Faz Ciência;RODRIGO ARANTES REIS;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-03;2;24ª - ENEC;202626411;Simplifica Ufpr - Minutos de Ciência;LUANA FISCHER;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-03;3;24ª - ENEC;202625661;Teachers Across Borders Ufpr: Critical-collaborative Language Education;ANGELA MARIA HOFFMANN WALESKO;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-03;4;24ª - ENEC;202626041;Trânsito e Cidadania - Etapa 4;ALESSANDRA SANT ANNA BIANCHI;Educação;Comunicação Oral
Quinta-feira;Sessão 2;Manhã;10:50;Ciências da Terra;CT02;2;24ª - ENEC;202626277;Turris: Continuação do Projeto Prospecção e Implementação de Novas Atividades/oportunidades para o Desenvolvimento Socioeconômico da Comunidade do Bonfim.;CRISTINE RODRIGUES;Educação;Comunicação Oral
Quinta-feira;Sessão 2;Manhã;11:10;Ciências da Terra;CT02;3;24ª - ENEC;202623722;Técnicas Aplicadas À Pesquisa Acadêmica: Práticas e Vivências na Biblioteca de Ciências da Saúde/botânico (sibi/sb);JOSEFINA APARECIDA SOARES GUEDES;Educação;Comunicação Oral
Quinta-feira;Sessão 2;Manhã;11:30;Ciências da Terra;CT02;4;24ª - ENEC;202626058;Ufpr Open Academy;JULIANA DA SILVA PASSOS;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-04;1;24ª - ENEC;202625942;Ufpr Steam - Resgatando Vínculos com a Comunidade Através da Promoção da Cultura Steam.;JANAINA SCHOEFFEL BRODZINSKI;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-04;2;24ª - ENEC;202625872;Ufpr por Um Dia;LUCIANE VIATER TURECK;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-04;3;24ª - ENEC;202624407;Um Convite À Matemática Feita na Ufpr;GISELE TEIXEIRA PAULA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-04;4;24ª - ENEC;202625836;Universidade Inclusiva: Novos Olhares Sobre o Perfil Discente;JULIANA CRESPO LOPES;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-05;1;24ª - ENEC;202625477;Universidade na Escola: a Universidade Ao Alcance de Todos;TAIS CAROLINE CABRAL;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-05;2;24ª - ENEC;202625918;Univertur - Conheça a Univercidade;MARGARETE ARAUJO TELES;Educação;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:00;Ciências da Terra;CT02;1;24ª - ENEC;202626223;Vida em Exibição: Expansão dos Terrários, Aquários e Criação de Borboletário no Museu de Ciências Naturais da Ufpr;RODRIGO ARANTES REIS;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-05;3;24ª - ENEC;202625596;“entre Corpos: Práticas Corporais Contemporâneas na Formação Intergeracional e Interinstitucional”;MICHAELA CAMARGO;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-05;4;7ª - EDISPE;202625668;A Inclusão das Pessoas com Deficiência na Educação Básica;ROSANGELA GEHRKE;Educação;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:20;Ciências da Terra;CT02;2;7ª - EDISPE;202625847;A Permanência de Estudantes Indígenas na Medicina da Ufpr: Uma Articulação Entre Norte e Sul do Brasil (continuação da Pesquisa);CARINA CATIANA FOPPA;Educação;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:40;Ciências da Terra;CT02;3;7ª - EDISPE;202626137;Análise dos Documentos Oficiais das Pessoas com Deficiências;ROSANGELA GEHRKE;Educação;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;15:00;Ciências da Terra;CT02;4;7ª - EDISPE;202625769;Apoio as Ações da Rede de Apoio Às Minorias/mulheres na Engenharia;MARIA DO CARMO DUARTE FREITAS;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT06;1;7ª - EDISPE;202626189;Atividade Física Adaptada/proafe;ADRIANA INES DE PAULA;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT06;2;7ª - EDISPE;202626296;Colegas de Estudo Indígenas: Apoio Psicoeducacional Entre Universitários;FRANCINE ROCHA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-07;1;7ª - EDISPE;202626297;Contribuições do Esporte para a Saúde Mental de Universitários Indígenas e Reflexos na Persistência na Permanência na Universidade;FRANCINE ROCHA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-07;2;7ª - EDISPE;202623709;Divulgação Científica e Representatividade na Óptica e Fotônica;EMERSON CRISTIANO BARBANO;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-07;3;7ª - EDISPE;202626360;Doecd- Desempenho Ocupacional de Estudantes com Deficiência;ADRIANA HESSEL DALAGASSA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-07;4;7ª - EDISPE;202623001;Ecogym: Educação, Diversidade e Inclusão para Uma Ginástica para Toda Vida;LETICIA BARTHOLOMEU DE QUEIROZ LIMA;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT06;3;7ª - EDISPE;202623671;Entre Asas e Antenas;ANDRESSA PALADINI;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT06;4;7ª - EDISPE;202623530;Experiência Pedagógica com Slackline na Colônia de Férias e Comunidade da Ufpr;CINTHIA LOPES DA SILVA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-08;1;7ª - EDISPE;202623135;História dos Surdos e das Surdas em Curitiba: Escola Epheta;DANILO DA SILVA KNAPIK;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-03;1;7ª - EDISPE;202623132;História dos Surdos e das Surdas em Curitiba: Escola Epheta;DANILO DA SILVA KNAPIK;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-08;2;7ª - EDISPE;202625916;Histórias Docentes e Suas Práticas de Enfrentamento Às Violências;BRUNA MORAES BATTISTELLI;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-03;2;7ª - EDISPE;202625909;Histórias de Cuidado na Educação Básica;BRUNA MORAES BATTISTELLI;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-08;3;7ª - EDISPE;202626133;Littéramonde: Literatura-mundo em Francês;VIVIANE ARAUJO ALVES DA COSTA PEREIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-03;3;7ª - EDISPE;202626123;Littéramonde: Literatura-mundo em Francês.;VIVIANE ARAUJO ALVES DA COSTA PEREIRA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-08;4;7ª - EDISPE;202623101;Produção de Modelos Didáticos por Tecnologias de Modelagem e Impressão 3d;MARIA FERNANDA PIOLI TORRES;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT03;1;7ª - EDISPE;202626190;Projeto de Extensão Atividade Física Adaptada/proafa;ADRIANA INES DE PAULA;Educação;Comunicação Oral
Quinta-feira;Sessão 2;Manhã;10:30;Ciências da Terra;CT03;1;7ª - EDISPE;202626183;Projeto de Extensão Atividade Física Adaptada/proafa;ADRIANA INES DE PAULA;Educação;Comunicação Oral
Quarta-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-03;4;7ª - EDISPE;202625871;Raízes do Lazer: Envelhecer e Bem-viver nas Tradições Indígenas;CARINA CATIANA FOPPA;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT03;2;7ª - EDISPE;202625867;Resistência do Poder Feminino Contra a Violência de Gênero;NELSON ROSARIO DE SOUZA;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT03;3;7ª - EDISPE;202623521;Slackline na Colônia de Férias e na Comunidade da Ufpr;CINTHIA LOPES DA SILVA;Educação;Comunicação Oral
Quinta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT03;4;7ª - EDISPE;202626210;Tornando o Fibra Acessível para Pessoas com Deficiência Visual;IGOR KONIECZNIAK;Educação;Comunicação Oral
Quinta-feira;Sessão 2;Manhã;10:50;Ciências da Terra;CT03;2;7ª - EDISPE;202625813;Ufpr Seu Lugar;MARCOS ROGERIO DOS SANTOS;Educação;Comunicação Oral
Quinta-feira;Sessão 2;Manhã;11:10;Ciências da Terra;CT03;3;7ª - EDISPE;202626151;Universidade para Quem?;SILVIA MARIA AMORIM LIMA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-09;1;7ª - EDISPE;202626150;Universidade para Quem?;SILVIA MARIA AMORIM LIMA;Educação;Comunicação Oral
Quarta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-09;2;7ª - EDISPE;202623510;Validação dos Modelos Didáticos 2 D e 3 D e dos Textos Multilíngues e Narrados (audiodescrição) Produzidos para Áárea Biológica.;CELIA REGINA CAVICHIOLO FRANCO;Educação;Comunicação Oral
Segunda-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-05;4;24ª - EAF;202626172;Análise Palinológica de Sedimentos Superficiais no Manguezal em Paranaguá (pr);LIDIA AUMOND KUHN;Meio Ambiente;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-04;1;24ª - EAF;202625111;Pegada de Carbono na Computação;LUIZ CARLOS PESSOA ALBINI;Meio Ambiente;Comunicação Oral
Quarta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-04;2;24ª - EAF;202626199;Projeto Meio Ambiente: Unidas e Unidos na Preservaçao por Um Futuro Melhor;VITOR RENAN DA SILVA;Meio Ambiente;Comunicação Oral
